Nr;Titel;Herz.;Bew.;Uitgave;Editie;W.krt;Bijkrt, w.e.;Bijkrt, h.w.;Fys. Kenm.;Stempels;Prov.; op bladindex;Signatuur;Opm.;Kartob.;Bewaard;;
44;Oosterhout-Oost;1981;1985;1986;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
44;Oosterhout-Oost;1981;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
45;'s Hertogenbosch 1;1876;1878;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
45;'s-Hertogenbosch 1;1909-1910;1911-1912;;2;;;;;Stelling van de monden der Maas en van het Haringvliet;Nugter;;;;;;;0
45;'s Hertogenbosch 2;1877;1879;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Kaart in suboptimale conditie, eerder gerestaureerd;;;;0
45;'s-Hertogenbosch 2;1928;;;2;;;;;;Nugter;;;;;;;0
45;'s Hertogenbosch 3;1876;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
45;'s-Hertogenbosch 3;1909-1910;1911;;2;;;;;"Commandement der Nieuwe Hollandsche Waterlinie; Commandant Vesting Holland";Nugter;;;;;;;0
45;'s Hertogenbosch 4;1877;1879;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
45;'s-Hertogenbosch 4;1928;;;2;;;;;;Nugter;;;;;;;0
45;'s Hertogenbosch West;1943-1944;1949;;MD;;;;;;Nugter;;;Tusseneditie tussen 2e en 3e editie;Nee;;;1
45;'s Hertogenbosch West;1943-1944;1949;;MD;;;;;;Nugter;;;Zonder beschrijving of ingevulde legenda, identiek aan 's Hertogenbosch West, breder formaat;Nee;;;1
45;'s Hertogenbos-West;1959;;1961;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-West;1973;;1974;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-West;;;1974;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
45;'s Hertogenbosch-West;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Breder formaat;;;;0
45;'s Hertogenbosch-West;1973;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-West;;;1974;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
45;'s Hertogenbosch-West;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;Breder formaat;;;;0
45;'s Hertogenbosch-West;1978;1985;1986;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-West;1982;1984;1986;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
45;'s Hertogenbosch-West;1978;1984;1985;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
45;'s Hertogenbosch Oost;1947;;;MD;;;;;;Nugter;;;;Nee;;;1
45;'s Hertogenbosch-Oost;1959;;1960;3;;;;;Waterstaats kartografie Documentatie;Nugter;Ja;;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-Oost;1973;;1975;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-Oost;;;1975;4;;W;;;Waterstaats kartografie Documentatie;Nugter;Ja;;;;;;0
45;'s Hertogenbosch-Oost;;;1975;4;;;H;;;Nugter;Ja;;Typefout in kartobibliografie;;;;0
45;'s Hertogenbosch-Oost;1973;;1975;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
45;'s Hertogenbosch-Oost;;;1975;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
45;'s Hertogenbosch-Oost;;;1975;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
45;'s Hertogenbosch-Oost;1979;1985;1986;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
45;'s Hertogenbosch-Oost;1982;1985;1986;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
45;'s Hertogenbosch-Oost;1979;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
46;Vierlingsbeek 1;1878;1881;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Vierlingsbeek bestaat uit 3 kwartbladen i.p.v. 4, kaartranden scheurrisico, sporen van eerdere restauratie;;;;0
46;Vierlingsbeek 1;1930;;;2;;;;;;Nugter;Ja;;;;;;0
46;Vierlingsbeek 2;1929;;;2;;;;;;Nugter;Ja;;Vierlingsbeek 2 (1e ed.) ontbreekt!;;;;0
46;Vierlingsbeek 3;1887;1888;;1;;;;;Ryksdykhuis Gorinchem No;Nugter;;;Scheur hoek geplakt;;;;0
46;Vierlingsbeek 3;1927;;;2;;;;;;Nugter;Ja;;Vierlingsbeek (~3e ed. 1950) volgens kartobibliografie ontbreekt! Aanwezig in VU collectie onder 2e ed.;;;;0
46;Gennep-West;1974;;1976;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
46;Gennep-West;;;1976;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
46;Gennep-West;;;1976;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
46;Gennep-West;1974;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
46;Gennep-West;;;1976;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
46;Gennep-West;;;1976;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
46;Gennep-Oost;1974;;1976;4;Ja;;;;;Nugter;Ja;;;;;;0
46;Gennep-Oost;;;1976;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
46;Gennep-Oost;;;1976;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
46;Gennep-Oost;1974;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
46;Gennep-Oost;;;1976;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
46;Gennep-Oost;;;1976;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
46;Gennep;1978;1985;1986;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
46;Gennep;1978;1985;1986;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
46;Gennep;1978;1986;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
47;Cadzand;1961;;1963;3;;;;;Topografische dienst kaartenarchief;Nugter;Ja;;;;;;0
47;Cadzand;1971;;1971;4;Ja;;;;;Nugter;Ja;;;;;;0
47;Cadzand;;;1971;4;;;H;;;Nugter;Ja;;;;;;0
47;Cadzand;1971;;1971;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
47;Cadzand;;;1971;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
48;Middelburg 1;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
48;Middelburg 1;1913;1915;;2;;;;;;Nugter;;;;;;;0
48;Middelburg 2;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
48;Middelburg 2;1913;1915;;2;;;;;;Nugter;;;;;;;0
48;Middelburg 3;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
48;Middelburg 3;1913;1915;;2;;;;;;Nugter;;;;;;;0
48;Middelburg 4;;1872;;1;;;;Randen linnen;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
48;Middelburg 4;1912;1914;;2;;;;;;Nugter;;;;;;;0
48;Middelburg West;1943;1949;;MD;;;;;;Nugter;;;Tusseneditie tussen 2e en 3e editie;Nee;;;1
48;Middelburg-West;1960;;1962;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
48;Middelburg-West;1971;;1972;4;Ja;;;;;Nugter;;;Achterzijde bedrukt;;;;0
48;Middelburg-West;;;1972;4;;;H;;;Nugter;Ja;;;;;;0
48;Middelburg-West;1971;;1972;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03518gk;Achterzijde bedrukt;;;;0
48;Middelburg-West;;;1972;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
48;Middelburg-West;1975;1978;1981;5;Ja;;;;;Nugter;Ja;;Voorlopige uitgave;;;;0
48;Middelburg-West;1975;1978;1981;5;;;H;;;Nugter;;;Staat als aanwezig in VU collectie, ontbreekt!;;;;0
48;Middelburg Oost;1944;1948;;MD;;;;;;Nugter;;;Tusseneditie tussen 2e en 3e editie, groter formaat;Nee;;;1
48;Middelburg-Oost;1959;;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
48;Middelburg-Oost;1971;;1973;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Onzeker;;Achterzijde bedrukt;;;;0
48;Middelburg-Oost;;;1973;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
48;Middelburg-Oost;1971;;1973;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Onzeker;LL.03518gk;Achterzijde bedrukt;;;;0
48;Middelburg-Oost;;;1973;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
48;Middelburg-Oost;1972;1978;1982;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde: sticker gebruikt i.p.v. stempel;;;;0
48;Middelburg-Oost;1972;1978;1982;5;;;H;;;Nugter;Ja;;;;;;0
49;Bergen op Zoom 1;;1875;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Kaart delicaat i.v.m. vouwranden, aantekeningen: Leggerblad behoort in protefeuille zaal 18      B;;;;0
49;Bergen op Zoom 1;1911;1914;;2;;;;;;Nugter;;;;;;;0
49;Bergen op Zoom 2;;1875;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
49;Bergen op Zoom 2;1929;;;2;;;;;;Nugter;;;;;;;0
49;Bergen op Zoom 3;;1875;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
49;Bergen op Zoom 3;1912;1913;;2;;;;;Geschenk Koninklijk Huisarchief 1971;Nugter;;;Stempel achterzijde;;;;0
49;Bergen op Zoom 4;;1875;;1;;;;;;Nugter;;;;;;;0
49;Bergen op Zoom 4;1929;;;2;;;;;;Nugter;;;;;;;0
49;Bergen op Zoom (West);1939;1941;;MD;;;;;Dienstgebruik;Nugter;;;Tusseneditie tussen 2e en 3e editie;Nee;;;1
49;Bergen op Zoom-West;1965;;1966;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
49;Bergen op Zoom-West;1972;;1973;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt;;;;0
49;Bergen op Zoom-West;;;1973;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Volgens VU bibliografie hier een +W aanwezig en bij Oost niet, dit is omgekeerd!;;;;0
49;Bergen op Zoom-West;1972;;1973;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
49;Bergen op Zoom-West;;;1973;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
49;Bergen op Zoom-West;1980;1979;1982;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
49;Bergen op Zoom-West;1980;1981;1982;5;;;H;;;Nugter;Ja;;;;;;0
49;Bergen op Zoom Oost;1953;;;MD;;;;;;Nugter;Ja;;Tusseneditie tussen 2e en 3e editie;Nee;;;0
49;Bergen op Zoom-Oost;1966;;1967;3;;;;;;Nugter;Ja;;;;;;0
49;Bergen op Zoom-Oost;1971;;1973;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
49;Bergen op Zoom-Oost;;;1973;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
49;Bergen op Zoom-Oost;;;1973;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
49;Bergen op Zoom-Oost;1971;;1973;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
49;Bergen op Zoom-Oost;;;1973;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
49;Bergen op Zoom-Oost;;;1973;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
49;Bergen op Zoom-Oost;1980;1984;1986;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde: sticker gebruikt i.p.v. stempel;;;;0
49;Bergen op Zoom-Oost;1980;1986;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
49;Bergen op Zoom-Oost;1980;1984;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
50;Breda 1;;1876;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
50;Breda 1;1926;;;2;;;;;;Nugter;;;;;;;0
50;Breda 2;;1876;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
50;Breda 2;1926;;;2;;;;;;Nugter;;;;;;;0
50;Breda 3;;1876;;1;;;;;;Nugter;;;Aantekening achterzijde: 77'MOG   20.-;;;;0
50;Breda 3;1926;;;2;;;;;;Nugter;;;;;;;0
50;Breda 4;;1876;;1;;;;;;Nugter;;;Lichte schade rand linksonder;;;;0
50;Breda 4;1926;;;2;;;;;Militaire verkenningen;Nugter;;;;;;;0
50;Breda West;1953;;;3;;;;Op linnen;;Nugter;Ja;;In opmerkelijk goede staat;;;;0
50;Breda-West (Tilburg-West);1969;;1970;MD;;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Tusseneditie tussen 3e en 4e editie, stempel achterzijde;Nee;;;0
50;Breda-West;;;1970;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Volgens VU collectie hier +W aanwezig, klopt! Hoort deze bij Breda-West (Tilburg-West)?;;;;0
50;Tilburg-West;1980;1985;1986;5;Ja;;;;;Nugter;Ja;;;;;;0
50;Tilburg-West;1980;1985;1986;5;;;H;;;Nugter;;;;;;;0
50;Breda Oost;1952-1953;;;3;;;;Op linnen;;Nugter;Ja;;In opmerkelijk goede staat;;;;0
50;Breda-Oost;1966;;1967;4;;;;;;Nugter;Ja;;;;;;0
50;Tilburg-Oost;1981;1985;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
50;Tilburg-Oost;1981;1985;1987;5;;;H;;;Nugter;;;;;;;0
51;Eindhoven 1;1876;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
51;Eindhoven 1;1925;;;2;;;;;;Nugter;;;;;;;0
51;Eindhoven 2;1877;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
51;Eindhoven 2;1925;;;2;;;;;;Nugter;;;;;;;0
51;Eindhoven 3;1876;1877;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
51;Eindhoven 3;1925;;;2;;;;;;Nugter;;;;;;;0
51;Eindhoven 4;1877;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
51;Eindhoven 4;1925;;;2;;;;;;Nugter;;;;;;;0
51;Eindhoven West;1947;;;MD;;;;;;Nugter;;;Tusseneditie tussen 2e en 3e editie;Nee;;;1
51;Eindhoven-West;1958;;1960;3;;;;;;Nugter;Ja;;;;;;0
51;Eindhoven-West;1972;;1974;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
51;Eindhoven-West;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
51;Eindhoven-West;1972;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
51;Eindhoven-West;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
51;Eindhoven-West;1985;1985;1986;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
51;Eindhoven-West;1985;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
51;Eindhoven Oost;1949;;;MD;;;;;;Nugter;;;Tusseneditie tussen 2e en 3e editie;Nee;;;1
51;Eindhoven-Oost;1960;;1963;3;;;;;Topografische dienst kaartenarchief;Nugter;Ja;;;;;;0
51;Eindhoven-Oost;1973;;1976;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
51;Eindhoven-Oost;;;1976;4;;W;;;;Nugter;Ja;;;;;;0
51;Eindhoven-Oost;;;1975;4;;;H;;;Nugter;Ja;;Breder formaat;;;;0
51;Eindhoven-Oost;1973;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
51;Eindhoven-Oost;;;1976;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
51;Eindhoven-Oost;;;1975;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;Breder formaat;;;;0
51;Eindhoven-Oost;1986;1986;1987;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker achterzijde i.p.v. stempel;;;;0
51;Eindhoven-Oost;1986;1986;1986;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
51;Eindhoven-Oost;1986;1986;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
52;Venlo 1;1888;1889;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
52;Venlo 1;1928;;;2;;;;;;Nugter;Ja;;;;;;0
52;Venlo 2;1888;1889;;1;;;;;;Nugter;;;;;;;0
52;Venlo 2;1928;;;2;;;;;;Nugter;Ja;;;;;;0
52;Venlo 3;1888;1889;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
52;Venlo 3;1928;;;2;;;;;;Nugter;Ja;;;;;;0
52;Venlo 4;1888;1889;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
52;Venlo 4;1928;;;2;;;;;;Nugter;Ja;;;;;;0
52;Venlo West;1950-1951;;;3;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
52;Venlo-West;1960;;1963;MD;;;;;;Nugter;Ja;;Tussen 3e en 4e editie;Nee;;;0
52;Venlo-West;1975;;1976;4;Ja;;;;;Nugter;Ja;;;;;;0
52;Venlo-West;;;1977;4;;W;;;;Nugter;Ja;;;;;;0
52;Venlo-West;;;1976;4;;;H;;;Nugter;Ja;;Breder formaat;;;;0
52;Venlo-West;1975;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
52;Venlo-West;;;1977;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
52;Venlo-West;;;1976;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;Breder formaat;;;;0
52;Venlo-West;1978;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
52;Venlo-West;1978;1985;1987;5;;W;;;;Nugter;Ja;;;;;;0
52;Venlo-West;1978;1986;1987;5;;;H;;;Nugter;Ja;;Kartobibliografie stelt uitgave 1986 -> kaart stelt 1987;;;;0
52;Venlo Oost;1950-1951;;;3;;;;;;Nugter;Ja;;;;;;0
52;Venlo-Oost;1975;;1977;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
52;Venlo-Oost;;;1977;4;;W;;;;Nugter;Ja;;;;;;0
52;Venlo-Oost;;;1977;4;;;H;;;Nugter;Ja;;;;;;0
52;Venlo-Oost;1975;;1977;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
52;Venlo-Oost;;;1977;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
52;Venlo-Oost;;;1977;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
52;Venlo-Oost;1978;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
52;Venlo-Oost;1978;1985;1986;MD;;W;;;;Nugter;;;5e editie;Nee;;;1
52;Venlo-Oost;1978;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
53;Sluis;;1874;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Kartobibliografie stelt kaartnummers 47/53? , enkel blad uit deze serie -> klein gebied;;;;0
53;Sluis;1892;1894;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
53;Sluis;1936;;;3;;;;;;Nugter;;;;;;;0
53;Sluis;1962;;1963-1964;MD;;;;;Topografische dienst kaartenarchief;Nugter;Ja;;;Nee;;;0
53;Sluis;1971;;1972;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
53;Sluis;;;1972;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
53;Sluis;1971;;1972;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;
53;Sluis;;;1972;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;
54;Neuzen 1;;1874;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Neuzen bestaat uit 3 kwartbladen i.p.v. 4;;;;0
54;Neuzen 1;1892;1894;;2;;;;;;Nugter;;;Sporen van eerdere restauratie;;;;0
54;Neuzen 2;;1874;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
54;Neuzen 2;1891;1892;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
54;Neuzen 3;;1874;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
54;Neuzen 3;1891;1892;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
54;Neuzen (West);1936;;;3;;;;;;Nugter;;;;;;;0
54;Terneuzen-West;1962;;1965;MD;;;;;;Nugter;Ja;;;Nee;;;0
54;Terneuzen-West;1971;;1973;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
54;Terneuzen-West;;;1973;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
54;Terneuzen-West;1971;;1973;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
54;Terneuzen-West;;;1973;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
54;Terneuzen-West;1975;1978;1982;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt, sticker achterzijde i.p.v. stempel;;;;0
54;Terneuzen-West;1975;1978;1982;5;;;H;;;Nugter;Ja;;;;;;0
54;Neuzen (Oost);1937;;;3;;;;;;Nugter;;;;;;;0
54;Terneuzen-Oost;1964;;1966;MD;;;;;;Nugter;Ja;;;Nee;;;0
54;Terneuzen-Oost;1971;;1972;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
54;Terneuzen-Oost;;;1972;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
54;Terneuzen-Oost;1971;;1972;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
54;Terneuzen-Oost;;;1972;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
54;Terneuzen-Oost;1972;1979;1982;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker achterzijde i.p.v. stempel;;;;0
54;Terneuzen-Oost;1972;1979;1982;5;;;H;;;Nugter;Ja;;;;;;0
55;Hulst;;1874;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Enkel blad uit deze serie -> klein gebied;;;;0
55;Hulst;1892;1892;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
55;Hulst;1937;;;3;;;;;Topografische dienst kaartenarchief;Nugter;;;Kartobibliografie stelt 1936 herziening;;;;0
55;Hulst-West;1965;;1966;MD;;;;;;Nugter;Ja;;;Nee;;;0
55;Hulst;1971;;1971;4;Ja;;;;;Nugter;Ja;;Prijs F2.50;;;;0
55;Hulst;;;1971;4;;;H;;;Nugter;Ja;;;;;;0
55;Hulst;1971;;1971;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
55;Hulst;;;1971;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
55;Hulst;1979;1979;1982;5;Ja;;;;;Nugter;Ja;;;;;;0
55;Hulst;1979;1979;1982;5;;;H;;;Nugter;;;;;;;0
56;Herentals-Oost;1967;;1968;3;Ja;;;;;Nugter;Ja;;Staat in de inventarisatie van de kartobibliografie, in de inventarisatie onder 3BIS waterstaatskaart;;;;0
57;Valkenswaard 1;1877;1879;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Valkenswaard bestaat uit 3 kwartbladen i.p.v. 4;;;;0
57;Valkenswaard 1;1926;;;2;;;;;Archief E.a.l. Nijmegen;Nugter;Ja;;;;;;0
57;Valkenswaard 2;1887;1880;;1;;;;;;Nugter;;;;;;;0
57;Valkenswaard 2;1926;;;2;;;;;Archief E.a.l. Nijmegen;Nugter;Ja;;;;;;0
57;Valkenswaard 3;1887;1880;;1;;;;;;Nugter;;;;;;;0
57;Valkenswaard 3;1926;;;2;;;;;;Nugter;Ja;;VU collectie stelt een 4e kwartblad te bevatten, Valkenswaard heeft maar 3 bladen?;;;;0
57;Valkenswaard-West;1949-1950;;;3;;;;;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
57;Valkenswaard-West;1961-1962;;1964;MD;;;;;;Nugter;Ja;;Tusseneditie tussen 3e en 4e editie;Nee;;;0
57;Valkenswaard-West;1972;;1974;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Stempel achterzijde;;;;0
57;Valkenswaard-West;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
